student details data:       student_id         full_name department  batch  current_semester
7467        7468       Aisha Yadav        CSE   2022                 5
7468        7469       Aarav Bhatt        CSE   2023                 8
7469        7470        Neha Menon        CSE   2023                 7
7470        7471       Rohan Mehta        CSE   2022                 5
7471        7472       Manya Yadav        BCA   2023                 8
7472        7473        Nidhi Iyer        BCA   2023                 7
7473        7474      Nidhi Kapoor        CSE   2023                 7
7474        7475       Krishna Rao         CE   2021                 4
7475        7476        Manya Nair        CSE   2021                 5
7476        7477       Priya Singh         CE   2022                 6
7477        7478       Samar Desai         ME   2023                 8
7478        7479      Pooja Kapoor        BCA   2022                 5
7479        7480       Samar Verma         ME   2023                 8
7480        7481       Samar Menon        BCA   2021                 4
7481        7482        Aarav Iyer        CSE   2022                 7
7482        7483    Priya Malhotra        BCA   2023                 8
7483        7484       Karan Verma         CE   2023                 8
7484        7485      Vihaan Menon        CSE   2021                 3
7485        7486       Pooja Verma        CSE   2023                 8
7486        7487        Diya Joshi         ME   2021                 4
7487        7488         Neha Iyer        CSE   2023                 8
7488        7489       Priya Gupta        CSE   2020                 2
7489        7490       Samar Desai        CSE   2020                 3
7490        7491       Ananya Bhat        CSE   2023                 8
7491        7492     Krishna Joshi        MBA   2022                 6
7492        7493      Aditya Patel        CSE   2021                 4
7493        7494       Priya Joshi        MBA   2020                 2
7494        7495      Manya Chopra        MBA   2022                 6
7495        7496        Manya Iyer        CSE   2022                 6
7496        7497     Ishaan Chopra         ME   2022                 6
7497        7498         Sneha Rao        CSE   2020                 2
7498        7499       Vihaan Bhat         ME   2023                 8
7499        7500       Pooja Sinha        CSE   2020                 3
7500        7501       Priya Sinha         CE   2022                 6
7501        7502       Karan Gupta        CSE   2022                 7
7502        7503        Diya Menon        BCA   2022                 6
7503        7504       Nidhi Mehta        CSE   2022                 6
7504        7505       Karan Menon        MBA   2023                 8
7505        7506         Rahul Rao        CSE   2021                 5
7506        7507        Sneha Iyer        BCA   2023                 8
7507        7508       Priya Patel        CSE   2023                 8
7508        7509     Krishna Gupta        CSE   2021                 4
7509        7510       Priya Desai        MBA   2022                 5
7510        7511       Samar Sinha        CSE   2022                 7
7511        7512      Sneha Chopra         ME   2021                 4
7512        7513      Vihaan Yadav         CE   2020                 3
7513        7514         Samar Rao        CSE   2023                 7
7514        7515        Pooja Iyer        CSE   2021                 4
7515        7516       Sneha Bhatt        BCA   2022                 7
7516        7517       Vihaan Iyer        CSE   2022                 5
7517        7518       Manya Yadav        CSE   2020                 3
7518        7519        Rahul Khan        MBA   2023                 7
7519        7520       Priya Bhatt         ME   2023                 8
7520        7521      Vihaan Verma        MBA   2023                 7
7521        7522       Vihaan Iyer        CSE   2023                 8
7522        7523       Rohan Desai         ME   2023                 8
7523        7524      Arjun Kapoor         CE   2022                 6
7524        7525       Sneha Bhatt        BCA   2023                 8
7525        7526  Krishna Malhotra        CSE   2022                 5
7526        7527          Diya Rao        CSE   2022                 7
7527        7528       Samar Yadav         ME   2023                 7
7528        7529      Vihaan Menon        CSE   2022                 7
7529        7530       Neha Chopra         ME   2022                 6
7530        7531       Ritika Bhat        CSE   2023                 8
7531        7532        Diya Verma        CSE   2021                 4
7532        7533        Diya Sinha         ME   2023                 8
7533        7534      Ishaan Singh         CE   2023                 8
7534        7535      Ishaan Patel        CSE   2023                 8
7535        7536      Arjun Chopra        MBA   2022                 7
7536        7537        Karan Bhat        CSE   2023                 8
7537        7538        Neha Menon        CSE   2021                 3
7538        7539        Nidhi Khan        BCA   2021                 3
7539        7540        Neha Sinha        MBA   2022                 6
7540        7541       Aisha Patel        BCA   2022                 6
7541        7542       Pooja Mehta        BCA   2023                 7
7542        7543        Diya Desai         ME   2021                 3
7543        7544        Aarav Nair        CSE   2021                 5
7544        7545        Pooja Bhat        MBA   2022                 5
7545        7546       Neha Sharma         ME   2022                 6
7546        7547    Aisha Malhotra        CSE   2023                 8
7547        7548      Aditya Mehta         ME   2023                 7
7548        7549       Neha Kapoor        CSE   2020                 3
7549        7550       Karan Singh        CSE   2022                 6
7550        7551       Rahul Sinha        BCA   2023                 8
7551        7552       Aarav Menon        MBA   2021                 4
7552        7553        Neha Gupta        MBA   2021                 3
7553        7554       Aarav Mehta         CE   2022                 6
7554        7555       Nidhi Bhatt        MBA   2020                 2
7555        7556       Priya Verma        BCA   2023                 8
7556        7557      Aditya Gupta        CSE   2021                 4
7557        7558       Rohan Singh        MBA   2020                 3
7558        7559         Aisha Rao         ME   2023                 8
7559        7560        Rahul Bhat        CSE   2023                 8
7560        7561      Sneha Chopra        BCA   2022                 5
7561        7562       Rahul Mehta        BCA   2023                 8
7562        7563        Pooja Bhat         CE   2020                 2
7563        7564       Priya Mehta         ME   2021                 3
7564        7565     Krishna Bhatt        CSE   2023                 7
7565        7566      Rahul Sharma        CSE   2021                 5
7566        7567         Neha Khan        CSE   2023                 8
7567        7568       Karan Yadav        CSE   2021                 4
7568        7569        Pooja Khan        CSE   2022                 5
7569        7570        Priya Iyer        BCA   2020                 2
7570        7571    Karan Malhotra        CSE   2022                 5
7571        7572        Rahul Bhat        CSE   2022                 7
7572        7573      Ananya Menon        CSE   2020                 2
7573        7574       Nidhi Gupta        CSE   2022                 6
7574        7575      Ritika Sinha         CE   2022                 6
7575        7576       Sneha Gupta        CSE   2023                 8
7576        7577        Aarav Nair        CSE   2021                 5
7577        7578      Krishna Bhat        CSE   2022                 7
7578        7579   Aditya Malhotra        CSE   2021                 5
7579        7580      Ananya Patel         CE   2022                 6
7580        7581       Nidhi Verma        BCA   2023                 8
7581        7582       Vihaan Bhat        MBA   2023                 7
7582        7583   Ishaan Malhotra        BCA   2023                 7
7583        7584        Priya Khan         CE   2021                 5
7584        7585     Krishna Yadav        CSE   2022                 5
7585        7586        Diya Gupta        CSE   2023                 7
7586        7587       Ishaan Bhat        BCA   2020                 3
7587        7588        Rohan Iyer        BCA   2023                 7
7588        7589       Sneha Singh        CSE   2023                 8
7589        7590       Rohan Mehta         ME   2022                 5
7590        7591         Rahul Rao        BCA   2023                 7
7591        7592    Aarav Malhotra        MBA   2022                 6
7592        7593      Ritika Sinha        BCA   2023                 7
7593        7594   Ishaan Malhotra         CE   2022                 5
7594        7595        Priya Bhat        BCA   2023                 8
7595        7596  Krishna Malhotra        CSE   2022                 6
7596        7597      Rahul Chopra        MBA   2021                 4
7597        7598        Diya Patel        CSE   2023                 7
7598        7599        Rohan Khan        CSE   2023                 7
7599        7600    Arjun Malhotra        CSE   2020                 1
7600        7601         Neha Bhat        CSE   2021                 4
7601        7602        Neha Verma         CE   2023                 8
7602        7603    Krishna Chopra         ME   2022                 5
7603        7604      Ananya Sinha        BCA   2022                 6
7604        7605      Vihaan Singh         ME   2022                 6
7605        7606     Krishna Mehta         ME   2022                 6
7606        7607       Neha Kapoor         ME   2020                 1
7607        7608        Priya Nair         CE   2023                 8
7608        7609     Krishna Bhatt        CSE   2022                 5
7609        7610      Aditya Verma        CSE   2023                 8
7610        7611        Diya Bhatt        MBA   2020                 2
7611        7612     Krishna Gupta        BCA   2022                 7
7612        7613       Arjun Menon         CE   2023                 8
7613        7614       Vihaan Iyer        CSE   2022                 6
7614        7615      Rahul Chopra         ME   2023                 7
7615        7616     Aditya Sharma        CSE   2021                 5
7616        7617       Ishaan Nair        BCA   2022                 7
7617        7618      Krishna Iyer         ME   2022                 6
7618        7619      Ananya Mehta         ME   2023                 8
7619        7620       Karan Joshi        MBA   2022                 7
7620        7621       Sneha Joshi         CE   2023                 7
7621        7622        Ananya Rao         CE   2023                 7
7622        7623        Rohan Bhat        BCA   2022                 7
7623        7624       Sneha Verma        CSE   2020                 2
7624        7625       Pooja Patel        CSE   2022                 6
7625        7626      Ritika Sinha        CSE   2023                 8
7626        7627      Nidhi Kapoor        CSE   2021                 4
7627        7628         Rohan Rao        CSE   2022                 5
7628        7629       Arjun Patel         ME   2022                 5
7629        7630        Nidhi Khan        CSE   2022                 6
7630        7631      Ananya Patel        BCA   2022                 6
7631        7632      Priya Sharma         ME   2023                 8
7632        7633       Samar Patel        CSE   2023                 8
7633        7634       Manya Gupta        MBA   2021                 5
7634        7635        Neha Sinha        CSE   2022                 7
7635        7636      Manya Kapoor        BCA   2020                 3
7636        7637        Neha Menon        CSE   2023                 8
7637        7638       Samar Patel        CSE   2021                 3
7638        7639        Arjun Nair        CSE   2022                 6
7639        7640      Ishaan Bhatt         CE   2022                 6
7640        7641         Rohan Rao         ME   2023                 8
7641        7642       Aarav Sinha         CE   2023                 7
7642        7643         Diya Khan        BCA   2022                 6
7643        7644       Arjun Gupta        CSE   2021                 4
7644        7645    Krishna Chopra        CSE   2021                 5
7645        7646       Karan Menon        BCA   2023                 8
7646        7647       Pooja Yadav        CSE   2020                 1
7647        7648       Manya Verma        CSE   2023                 8
7648        7649       Nidhi Joshi        MBA   2023                 8
7649        7650   Ishaan Malhotra         CE   2023                 8
7650        7651       Karan Yadav        BCA   2023                 8
7651        7652      Sneha Sharma         CE   2023                 8
7652        7653     Aditya Kapoor         ME   2022                 5
7653        7654      Rohan Sharma         CE   2022                 6
7654        7655         Pooja Rao         CE   2021                 5
7655        7656      Ananya Singh        CSE   2023                 8
7656        7657        Diya Patel         ME   2022                 5
7657        7658     Aditya Sharma        CSE   2022                 7
7658        7659       Aisha Mehta        CSE   2023                 7
7659        7660      Arjun Kapoor        CSE   2021                 5
7660        7661       Karan Mehta        BCA   2021                 4
7661        7662       Rahul Singh        CSE   2022                 7
7662        7663       Rahul Verma        BCA   2023                 8
7663        7664   Ritika Malhotra        CSE   2023                 8
7664        7665        Manya Khan        CSE   2022                 5
7665        7666        Vihaan Rao        CSE   2022                 6
7666        7667        Diya Gupta        BCA   2021                 3
7667        7668      Samar Sharma         CE   2023                 7
7668        7669      Aarav Chopra         CE   2021                 5
7669        7670        Manya Nair        CSE   2022                 6
7670        7671      Manya Kapoor        CSE   2022                 6
7671        7672   Ritika Malhotra         ME   2023                 8
7672        7673      Vihaan Bhatt        CSE   2022                 6
7673        7674       Rahul Verma        CSE   2023                 7
7674        7675      Vihaan Gupta        BCA   2022                 7
7675        7676   Ishaan Malhotra        MBA   2021                 4
7676        7677       Manya Joshi        CSE   2022                 6
7677        7678       Nidhi Patel        CSE   2021                 5
7678        7679         Manya Rao        CSE   2023                 8
7679        7680        Pooja Khan        CSE   2021                 4
7680        7681         Karan Rao         ME   2022                 6
7681        7682      Rahul Chopra        CSE   2022                 7
7682        7683      Aditya Bhatt        CSE   2020                 1
7683        7684        Rahul Nair         CE   2023                 8
7684        7685       Pooja Gupta        CSE   2020                 3
7685        7686   Vihaan Malhotra        CSE   2022                 6
7686        7687    Aisha Malhotra         ME   2020                 2
7687        7688       Nidhi Mehta        CSE   2021                 4
7688        7689       Manya Menon        BCA   2021                 5
7689        7690     Neha Malhotra         CE   2023                 8
7690        7691       Aisha Menon        CSE   2020                 2
7691        7692      Aisha Kapoor        BCA   2022                 5
7692        7693        Rohan Nair        CSE   2023                 8
7693        7694       Samar Mehta        CSE   2021                 4
7694        7695      Ritika Sinha        BCA   2022                 6
7695        7696       Manya Mehta        MBA   2022                 6
7696        7697      Vihaan Singh        BCA   2021                 5
7697        7698      Rohan Chopra        CSE   2023                 7
7698        7699     Ritika Sharma        MBA   2023                 7
7699        7700      Priya Sharma        BCA   2022                 5
7700        7701       Ritika Nair        CSE   2023                 8
7701        7702     Vihaan Sharma        CSE   2023                 8
7702        7703       Aisha Mehta        CSE   2022                 6
7703        7704       Nidhi Patel        BCA   2022                 5
7704        7705      Ritika Verma        CSE   2022                 7
7705        7706      Ritika Singh        CSE   2021                 4
7706        7707      Vihaan Bhatt        MBA   2020                 2
7707        7708       Sneha Patel        CSE   2023                 8
7708        7709       Samar Singh        MBA   2020                 2
7709        7710      Ishaan Mehta        MBA   2023                 8
7710        7711      Ishaan Joshi         CE   2022                 5
7711        7712        Priya Bhat        CSE   2023                 7
7712        7713        Priya Bhat         ME   2023                 8
7713        7714     Krishna Patel         ME   2022                 5
7714        7715     Ananya Sharma        MBA   2022                 7
7715        7716       Neha Kapoor        CSE   2021                 4
7716        7717    Krishna Sharma        MBA   2022                 7
7717        7718      Karan Chopra        MBA   2023                 8
7718        7719         Neha Iyer         CE   2023                 8
7719        7720       Priya Bhatt        BCA   2020                 1
7720        7721       Aisha Verma         CE   2023                 8
7721        7722       Rahul Verma        CSE   2023                 8
7722        7723       Arjun Yadav        CSE   2021                 5
7723        7724    Krishna Sharma        CSE   2022                 6
7724        7725       Sneha Menon        CSE   2022                 7
7725        7726      Arjun Chopra        CSE   2023                 7
7726        7727        Diya Yadav        CSE   2021                 4
7727        7728       Priya Verma        CSE   2023                 7
7728        7729      Ishaan Menon         CE   2020                 2
7729        7730       Pooja Joshi        BCA   2022                 6
7730        7731       Aditya Nair        CSE   2023                 7
7731        7732       Ritika Khan         CE   2023                 8
7732        7733        Rahul Iyer        CSE   2023                 8
7733        7734         Nidhi Rao        CSE   2021                 3
7734        7735       Arjun Bhatt        CSE   2023                 8
7735        7736      Ananya Bhatt         ME   2022                 7
7736        7737       Rohan Mehta         ME   2023                 8
7737        7738      Ishaan Menon        CSE   2022                 7
7738        7739     Krishna Gupta         CE   2022                 6
7739        7740         Arjun Rao        CSE   2021                 4
7740        7741        Nidhi Bhat         ME   2023                 8
7741        7742         Priya Rao        MBA   2023                 8
7742        7743        Priya Khan         CE   2021                 5
7743        7744       Samar Verma        CSE   2022                 5
7744        7745       Rahul Gupta        CSE   2023                 8
7745        7746      Ritika Yadav        CSE   2023                 8
7746        7747      Nidhi Kapoor         ME   2023                 8
7747        7748        Karan Iyer        MBA   2023                 8
7748        7749        Sneha Khan        MBA   2023                 8
7749        7750       Ritika Bhat         CE   2022                 6
7750        7751     Krishna Desai        BCA   2020                 1
7751        7752      Ananya Patel        MBA   2021                 3
7752        7753       Karan Verma         ME   2023                 8
7753        7754    Krishna Chopra        MBA   2023                 8
7754        7755         Aisha Rao         ME   2023                 8
7755        7756     Krishna Bhatt         ME   2023                 7
7756        7757      Aditya Sinha        CSE   2022                 6
7757        7758     Ishaan Kapoor        CSE   2023                 8
7758        7759       Nidhi Desai        CSE   2023                 8
7759        7760       Priya Patel        CSE   2022                 7
7760        7761       Ritika Bhat        CSE   2023                 8
7761        7762         Diya Khan         CE   2020                 2
7762        7763       Rahul Mehta        CSE   2022                 6
7763        7764         Diya Iyer        CSE   2023                 8
7764        7765     Ritika Kapoor        CSE   2021                 4
7765        7766        Diya Bhatt         CE   2023                 8
7766        7767       Rahul Patel        CSE   2023                 8
7767        7768       Ananya Bhat        CSE   2022                 7
7768        7769       Aditya Bhat        BCA   2022                 6
7769        7770      Ananya Patel        CSE   2023                 8
7770        7771      Nidhi Kapoor        CSE   2023                 8
7771        7772        Pooja Bhat        MBA   2021                 4
7772        7773        Pooja Nair        BCA   2022                 6
7773        7774       Karan Menon        BCA   2022                 7
7774        7775        Diya Yadav        BCA   2021                 4
7775        7776       Sneha Desai        CSE   2021                 3
7776        7777     Ishaan Chopra        CSE   2021                 3
7777        7778        Rohan Nair        BCA   2021                 4
7778        7779       Aditya Nair        MBA   2021                 4
7779        7780        Diya Desai        CSE   2022                 6
7780        7781       Aisha Verma        BCA   2023                 8
7781        7782        Diya Yadav        CSE   2023                 7
7782        7783       Aisha Verma        MBA   2023                 8
7783        7784       Aarav Sinha        CSE   2022                 7
7784        7785      Krishna Bhat        BCA   2023                 8
7785        7786       Rohan Joshi         CE   2022                 6
7786        7787       Arjun Singh        CSE   2023                 8
7787        7788       Karan Verma        MBA   2023                 8
7788        7789      Aditya Sinha        CSE   2022                 6
7789        7790      Ananya Yadav        MBA   2020                 3
7790        7791      Sneha Kapoor        BCA   2021                 4
7791        7792      Vihaan Patel        BCA   2021                 4
7792        7793        Samar Khan        CSE   2023                 8
7793        7794        Arjun Bhat         ME   2022                 5
7794        7795       Samar Mehta        CSE   2022                 6
7795        7796       Aarav Mehta        BCA   2020                 2
7796        7797        Aisha Khan        MBA   2020                 1
7797        7798    Sneha Malhotra        CSE   2022                 6
7798        7799       Karan Joshi        CSE   2023                 8
7799        7800         Manya Rao        CSE   2023                 8
7800        7801        Ishaan Rao         CE   2022                 6
7801        7802       Aarav Yadav        MBA   2023                 8
7802        7803       Samar Singh        MBA   2022                 7
7803        7804       Rohan Gupta        CSE   2023                 7
7804        7805       Aarav Mehta        MBA   2022                 7
7805        7806      Aarav Chopra        CSE   2023                 8
7806        7807        Samar Khan        CSE   2021                 4
7807        7808      Samar Kapoor        BCA   2022                 6
7808        7809        Aarav Nair        BCA   2021                 5
7809        7810       Pooja Yadav         ME   2022                 7
7810        7811      Aditya Gupta        BCA   2020                 1
7811        7812        Nidhi Khan        CSE   2022                 7
7812        7813       Pooja Patel        CSE   2022                 6
7813        7814        Manya Bhat        CSE   2023                 8
7814        7815        Neha Mehta        CSE   2022                 7
7815        7816       Samar Desai        BCA   2023                 8
7816        7817    Krishna Chopra        BCA   2021                 5
7817        7818       Krishna Rao        BCA   2021                 4
7818        7819      Aditya Desai        CSE   2023                 7
7819        7820       Nidhi Menon        MBA   2022                 6
7820        7821        Rahul Nair        BCA   2020                 2
7821        7822        Arjun Khan         CE   2022                 5
7822        7823        Manya Khan        CSE   2021                 4
7823        7824        Aarav Khan         CE   2022                 5
7824        7825      Manya Chopra        MBA   2023                 8
7825        7826       Ananya Bhat         CE   2022                 6
7826        7827        Diya Menon        CSE   2022                 6
7827        7828       Rahul Verma         CE   2021                 3
7828        7829     Vihaan Kapoor        CSE   2022                 6
7829        7830        Rahul Bhat        CSE   2022                 5
7830        7831      Sneha Sharma        CSE   2023                 8
7831        7832        Rahul Iyer         ME   2020                 3
7832        7833       Aisha Joshi        CSE   2021                 4
7833        7834       Pooja Sinha         ME   2022                 7
7834        7835      Sneha Sharma        MBA   2020                 3
7835        7836       Pooja Joshi         ME   2022                 7
7836        7837      Ishaan Patel        BCA   2022                 5
7837        7838      Ishaan Gupta        CSE   2021                 5
7838        7839       Ritika Bhat         ME   2020                 2
7839        7840         Rohan Rao         ME   2020                 2
7840        7841         Samar Rao         CE   2020                 2
7841        7842       Priya Gupta        CSE   2023                 8
7842        7843       Karan Gupta        CSE   2020                 1
7843        7844      Rohan Sharma        MBA   2020                 2
7844        7845       Vihaan Khan        MBA   2021                 5
7845        7846       Aditya Bhat        CSE   2022                 6
7846        7847         Neha Iyer        CSE   2022                 5
7847        7848        Samar Nair        CSE   2023                 8
7848        7849       Karan Verma         CE   2021                 3
7849        7850         Diya Iyer        CSE   2020                 2
7850        7851       Ishaan Khan         ME   2021                 4
7851        7852        Nidhi Khan        CSE   2023                 7
7852        7853       Karan Singh        BCA   2022                 6
7853        7854       Arjun Yadav        CSE   2023                 8
7854        7855        Rahul Khan         CE   2021                 3
7855        7856        Karan Bhat        CSE   2022                 7
7856        7857        Neha Sinha        BCA   2023                 7
7857        7858        Priya Iyer        MBA   2020                 1
7858        7859         Priya Rao        BCA   2023                 8
7859        7860       Nidhi Sinha        MBA   2020                 2
7860        7861       Neha Chopra        CSE   2022                 7
7861        7862         Neha Bhat         ME   2023                 7
7862        7863       Neha Chopra        BCA   2022                 5
7863        7864         Diya Iyer         CE   2022                 7
7864        7865      Vihaan Patel        CSE   2023                 8
7865        7866      Aditya Desai        CSE   2021                 5
7866        7867      Arjun Kapoor        BCA   2020                 2
7867        7868       Priya Patel        CSE   2023                 7
7868        7869       Manya Sinha        CSE   2023                 7
7869        7870        Neha Mehta        CSE   2022                 7
7870        7871       Manya Desai         CE   2020                 2
7871        7872       Sneha Joshi        BCA   2023                 8
7872        7873      Aditya Desai        CSE   2022                 6
7873        7874       Manya Verma        MBA   2023                 8
7874        7875        Diya Singh         CE   2022                 6
7875        7876       Aditya Iyer        CSE   2023                 8
7876        7877        Pooja Nair        CSE   2022                 6
7877        7878       Sneha Singh        CSE   2023                 8
7878        7879          Neha Rao        BCA   2023                 8
7879        7880      Arjun Kapoor        CSE   2022                 6
7880        7881       Pooja Sinha        MBA   2022                 6
7881        7882     Diya Malhotra        BCA   2023                 8
7882        7883      Ananya Sinha        MBA   2023                 8
7883        7884       Sneha Verma        BCA   2023                 8
7884        7885        Rahul Bhat        BCA   2021                 4
7885        7886     Ritika Chopra        CSE   2023                 7
7886        7887      Ananya Patel         CE   2022                 7
7887        7888        Rahul Khan        CSE   2023                 8
7888        7889        Neha Gupta        CSE   2022                 5
7889        7890     Ananya Chopra        MBA   2022                 7
7890        7891        Manya Khan         CE   2021                 5
7891        7892       Nidhi Patel         CE   2021                 4
7892        7893       Pooja Joshi        MBA   2020                 2
7893        7894        Aarav Iyer        MBA   2023                 8
7894        7895      Krishna Nair        CSE   2021                 4
7895        7896        Ishaan Rao        CSE   2022                 5
7896        7897       Priya Singh        CSE   2021                 4
7897        7898        Nidhi Khan        CSE   2022                 6
7898        7899      Vihaan Patel        CSE   2022                 6
7899        7900        Sneha Khan        BCA   2022                 7
7900        7901       Samar Joshi        MBA   2022                 5
7901        7902     Vihaan Chopra        BCA   2021                 5
7902        7903     Vihaan Kapoor        CSE   2022                 6
7903        7904        Diya Gupta        CSE   2021                 4
7904        7905       Vihaan Bhat         ME   2021                 3
7905        7906       Rohan Gupta        CSE   2021                 3
7906        7907        Diya Mehta        CSE   2023                 8
7907        7908       Vihaan Nair        CSE   2020                 2
7908        7909      Ritika Bhatt        CSE   2022                 6
7909        7910      Rohan Chopra         ME   2020                 1
7910        7911        Manya Khan        CSE   2023                 8
7911        7912         Samar Rao        CSE   2022                 5
7912        7913      Manya Chopra        BCA   2023                 8
7913        7914      Aditya Joshi        CSE   2022                 5
7914        7915      Ishaan Desai         CE   2021                 4
7915        7916       Sneha Yadav        CSE   2022                 6
7916        7917    Nidhi Malhotra         ME   2021                 5
7917        7918     Krishna Bhatt         CE   2023                 8
7918        7919       Arjun Joshi        MBA   2023                 7
7919        7920        Aisha Khan        MBA   2020                 1
7920        7921      Ishaan Yadav        MBA   2023                 8
7921        7922       Pooja Patel         CE   2020                 3
7922        7923       Karan Patel        CSE   2022                 5
7923        7924        Karan Khan        BCA   2022                 6
7924        7925       Arjun Gupta        CSE   2022                 6
7925        7926    Sneha Malhotra         CE   2022                 6
7926        7927       Ritika Iyer        BCA   2022                 7
7927        7928     Vihaan Kapoor        CSE   2021                 3
7928        7929       Manya Gupta        CSE   2020                 1
7929        7930       Rahul Mehta        MBA   2023                 8
7930        7931       Samar Bhatt         ME   2022                 7
7931        7932      Aditya Menon        CSE   2023                 8
7932        7933      Ritika Gupta         ME   2022                 6
7933        7934     Ishaan Kapoor        CSE   2023                 7
7934        7935      Aditya Verma        CSE   2022                 5
7935        7936    Aisha Malhotra         ME   2021                 3
7936        7937     Vihaan Chopra        CSE   2023                 7
7937        7938        Samar Iyer        MBA   2023                 7
7938        7939         Karan Rao        MBA   2023                 8
7939        7940       Karan Mehta        BCA   2021                 4
7940        7941    Aisha Malhotra        CSE   2021                 4
7941        7942       Sneha Yadav        CSE   2022                 6
7942        7943       Vihaan Khan        CSE   2023                 8
7943        7944        Samar Bhat        MBA   2022                 7
7944        7945      Krishna Khan        BCA   2021                 5
7945        7946          Diya Rao        MBA   2022                 6
7946        7947      Ritika Mehta        CSE   2023                 8
7947        7948      Aditya Gupta        CSE   2023                 8
7948        7949       Rohan Sinha        MBA   2023                 8
7949        7950     Ishaan Chopra        CSE   2022                 6
7950        7951     Ananya Sharma        CSE   2022                 6
7951        7952       Rahul Menon        MBA   2022                 6
7952        7953       Ritika Khan        CSE   2020                 2
7953        7954        Diya Joshi        CSE   2020                 2
7954        7955        Karan Bhat        BCA   2023                 7
7955        7956       Sneha Mehta         CE   2022                 5
7956        7957      Ritika Mehta        CSE   2020                 1
7957        7958       Rohan Singh         CE   2020                 1
7958        7959    Arjun Malhotra        CSE   2021                 4
7959        7960       Pooja Gupta        BCA   2023                 8
7960        7961       Neha Sharma        CSE   2020                 3
7961        7962       Rohan Sinha         ME   2023                 8
7962        7963      Arjun Chopra        MBA   2023                 8
7963        7964      Krishna Iyer        CSE   2023                 8
7964        7965     Krishna Sinha        CSE   2022                 6
7965        7966       Rahul Joshi        CSE   2022                 6
7966        7967       Sneha Yadav        CSE   2023                 7
7967        7968       Ananya Iyer        CSE   2023                 8
7968        7969       Arjun Joshi        BCA   2023                 7
7969        7970        Priya Nair        CSE   2020                 1
7970        7971        Ritika Rao         ME   2020                 1
7971        7972       Rahul Gupta        CSE   2023                 8
7972        7973       Priya Joshi        CSE   2020                 2
7973        7974        Rohan Iyer        CSE   2021                 3
7974        7975       Aisha Bhatt         CE   2023                 8
7975        7976       Aarav Bhatt         CE   2022                 6
7976        7977       Rohan Patel         CE   2022                 7
7977        7978       Rohan Singh        CSE   2022                 6
7978        7979      Vihaan Patel        BCA   2023                 8
7979        7980     Krishna Mehta        CSE   2022                 6
7980        7981      Aditya Mehta        CSE   2023                 8
7981        7982      Ritika Desai         ME   2023                 8
7982        7983       Sneha Singh        BCA   2021                 5
7983        7984     Aditya Chopra        CSE   2023                 8
7984        7985         Priya Rao         ME   2020                 2
7985        7986   Ritika Malhotra         ME   2021                 5
7986        7987       Rohan Yadav        CSE   2022                 6
7987        7988      Ananya Sinha         CE   2023                 8
7988        7989       Priya Menon        CSE   2021                 4
7989        7990       Samar Gupta        CSE   2022                 7
7990        7991    Arjun Malhotra        MBA   2021                 4
7991        7992      Nidhi Chopra         CE   2020                 2
7992        7993      Ritika Mehta        CSE   2021                 4
7993        7994        Aditya Rao        CSE   2020                 3
7994        7995         Arjun Rao        CSE   2022                 6
7995        7996       Karan Yadav         CE   2023                 8
7996        7997        Nidhi Nair        MBA   2020                 3
7997        7998      Aditya Gupta        MBA   2022                 7
7998        7999       Ritika Bhat        CSE   2021                 4
7999        8000         Neha Bhat        CSE   2023                 8
8000        8001    Sneha Malhotra        CSE   2021                 4
8001        8002        Manya Khan        CSE   2022                 6
8002        8003       Sneha Patel         ME   2021                 3
8003        8004         Arjun Rao        CSE   2022                 5
8004        8005      Krishna Khan        CSE   2021                 5
8005        8006         Diya Nair        BCA   2022                 6
8006        8007    Pooja Malhotra        CSE   2020                 2
8007        8008      Ishaan Menon        CSE   2020                 1
8008        8009     Vihaan Sharma        CSE   2021                 5
8009        8010        Neha Verma        CSE   2023                 8
8010        8011         Karan Rao        CSE   2023                 8
8011        8012        Diya Verma        CSE   2020                 2
8012        8013       Nidhi Verma        CSE   2023                 7
8013        8014       Priya Gupta         ME   2022                 7
8014        8015        Samar Iyer        MBA   2023                 7
8015        8016       Rohan Yadav        MBA   2021                 5
8016        8017        Neha Joshi        CSE   2022                 6
8017        8018     Krishna Desai         ME   2021                 4
8018        8019        Diya Bhatt        CSE   2023                 8
8019        8020      Ishaan Verma         CE   2020                 3
8020        8021      Ananya Verma        CSE   2022                 7
8021        8022     Ananya Sharma        CSE   2022                 6
8022        8023        Diya Singh        MBA   2022                 6
8023        8024     Krishna Gupta         ME   2023                 8
8024        8025       Rahul Yadav        CSE   2023                 7
8025        8026       Pooja Yadav        CSE   2022                 7
8026        8027       Karan Yadav        BCA   2020                 2
8027        8028         Manya Rao        MBA   2023                 7
8028        8029       Samar Yadav        BCA   2022                 6
8029        8030         Manya Rao         CE   2020                 2
8030        8031     Diya Malhotra        MBA   2021                 5
8031        8032      Ritika Verma        CSE   2022                 6
8032        8033       Manya Desai        BCA   2023                 8
8033        8034    Pooja Malhotra         ME   2020                 3
8034        8035       Priya Joshi        CSE   2021                 3
8035        8036        Ananya Rao        MBA   2023                 8
8036        8037     Ishaan Chopra        BCA   2022                 6
8037        8038      Nidhi Chopra        CSE   2023                 7
8038        8039      Aditya Singh        BCA   2020                 2
8039        8040     Krishna Verma        CSE   2022                 7
8040        8041      Aditya Patel        MBA   2022                 6
