student_id,first_name,last_name,department,batch,current_semester
2372,Ishaan,Desai,BCA,2023,7
2373,Diya,Rao,MBA,2023,8
2374,Pooja,Joshi,ME,2023,8
2375,Aditya,Kapoor,CE,2021,4
2376,Aisha,Patel,CSE,2022,6
2377,Aditya,Yadav,MBA,2020,2
2378,Ishaan,Chopra,ME,2022,5
2379,Aisha,Desai,MBA,2022,6
2380,Samar,Bhatt,CE,2022,6
2381,Aditya,Singh,CSE,2023,8
2382,Rahul,Joshi,CSE,2022,6
2383,Aisha,Bhat,CE,2020,1
2384,Neha,Gupta,ME,2022,6
2385,Arjun,Iyer,BCA,2021,3
2386,Krishna,Khan,MBA,2022,7
2387,Diya,Singh,BCA,2022,6
2388,Arjun,Patel,CSE,2022,5
2389,Neha,Patel,MBA,2021,4
2390,Samar,Singh,MBA,2023,8
2391,Arjun,Desai,CSE,2022,6
2392,Ritika,Nair,CE,2023,8
2393,Samar,Khan,BCA,2023,7
2394,Karan,Menon,CSE,2021,3
2395,Manya,Joshi,CSE,2023,8
2396,Arjun,Malhotra,BCA,2022,7
2397,Nidhi,Verma,ME,2023,8
2398,Vihaan,Verma,CE,2020,3
2399,Rahul,Joshi,CSE,2022,6
2400,Ishaan,Rao,CSE,2022,6
2401,Krishna,Yadav,BCA,2023,8
2402,Neha,Mehta,CSE,2022,7
2403,Priya,Patel,CSE,2022,5
2404,Pooja,Gupta,CE,2021,5
2405,Neha,Nair,ME,2022,5
2406,Ritika,Yadav,MBA,2020,3
2407,Aditya,Joshi,CSE,2023,8
2408,Aisha,Menon,CSE,2022,5
2409,Krishna,Bhatt,BCA,2022,7
2410,Aarav,Patel,BCA,2021,5
2411,Rahul,Malhotra,MBA,2022,6
2412,Rohan,Khan,CSE,2022,6
2413,Ishaan,Mehta,CSE,2022,6
2414,Vihaan,Iyer,BCA,2022,5
2415,Manya,Malhotra,CSE,2023,8
2416,Samar,Iyer,ME,2020,3
2417,Krishna,Menon,CSE,2023,7
2418,Aisha,Sharma,CSE,2022,6
2419,Ishaan,Sinha,BCA,2022,5
2420,Krishna,Verma,CSE,2021,3
2421,Neha,Iyer,CSE,2023,8
2422,Sneha,Iyer,ME,2021,4
2423,Aditya,Sinha,CE,2021,4
2424,Krishna,Patel,CSE,2023,8
2425,Sneha,Mehta,CSE,2023,7
2426,Aisha,Verma,BCA,2022,5
2427,Vihaan,Malhotra,MBA,2023,8
2428,Arjun,Menon,CSE,2023,8
2429,Vihaan,Rao,MBA,2022,5
2430,Neha,Joshi,MBA,2022,6
2431,Rohan,Gupta,CSE,2022,7
2432,Vihaan,Yadav,CSE,2021,5
2433,Diya,Bhatt,CSE,2021,4
2434,Aisha,Yadav,ME,2023,8
2435,Aarav,Desai,BCA,2021,4
2436,Rohan,Desai,MBA,2022,7
2437,Vihaan,Rao,MBA,2023,8
2438,Manya,Sinha,BCA,2022,6
2439,Pooja,Sinha,CSE,2023,8
2440,Neha,Chopra,CSE,2023,8
2441,Diya,Mehta,CSE,2022,6
2442,Rohan,Sharma,CSE,2023,8
2443,Vihaan,Desai,CSE,2022,6
2444,Aarav,Singh,BCA,2022,6
2445,Neha,Patel,BCA,2023,7
2446,Rahul,Khan,CE,2021,5
2447,Aarav,Joshi,ME,2021,5
2448,Aditya,Patel,ME,2021,4
2449,Nidhi,Patel,MBA,2022,7
2450,Diya,Rao,ME,2022,5
2451,Rahul,Iyer,ME,2023,8
2452,Samar,Malhotra,CSE,2022,6
2453,Neha,Gupta,CSE,2022,5
2454,Pooja,Malhotra,CSE,2022,6
2455,Vihaan,Bhatt,ME,2022,5
2456,Aarav,Gupta,CSE,2022,5
2457,Ananya,Rao,CSE,2022,6
2458,Neha,Sharma,CSE,2022,6
2459,Priya,Mehta,CE,2022,6
2460,Aarav,Verma,CSE,2021,5
2461,Pooja,Bhat,CE,2020,1
2462,Diya,Mehta,ME,2023,7
2463,Karan,Mehta,BCA,2021,5
2464,Ritika,Mehta,CSE,2023,8
2465,Sneha,Nair,ME,2022,6
2466,Sneha,Mehta,CSE,2022,7
2467,Manya,Bhatt,MBA,2021,3
2468,Aarav,Kapoor,ME,2022,5
2469,Ananya,Nair,BCA,2021,3
2470,Manya,Sinha,CSE,2023,8
2471,Nidhi,Sharma,ME,2022,6
2472,Karan,Bhat,CSE,2021,4
2473,Pooja,Gupta,ME,2023,8
2474,Aarav,Joshi,CSE,2021,5
2475,Ananya,Sinha,BCA,2023,7
2476,Manya,Sharma,CSE,2023,8
2477,Aarav,Sharma,MBA,2022,5
2478,Arjun,Sinha,BCA,2022,6
2479,Neha,Nair,BCA,2023,7
2480,Neha,Nair,BCA,2023,8
2481,Aisha,Gupta,CSE,2020,3
2482,Sneha,Sinha,ME,2021,4
2483,Aisha,Joshi,BCA,2022,6
2484,Neha,Patel,CSE,2021,3
2485,Ishaan,Bhatt,MBA,2020,2
2486,Arjun,Iyer,MBA,2023,8
2487,Pooja,Bhatt,ME,2022,7
2488,Pooja,Yadav,CE,2020,1
2489,Krishna,Patel,CE,2021,5
2490,Rohan,Verma,BCA,2023,8
2491,Vihaan,Menon,MBA,2020,2
2492,Aarav,Yadav,MBA,2023,8
2493,Aarav,Mehta,CSE,2022,5
2494,Sneha,Malhotra,CSE,2023,8
2495,Manya,Sharma,CSE,2023,8
2496,Krishna,Mehta,CSE,2021,3
2497,Aisha,Desai,CE,2023,7
2498,Aarav,Desai,ME,2021,4
2499,Aarav,Verma,CSE,2021,4
2500,Manya,Mehta,ME,2022,5
2501,Rahul,Chopra,MBA,2023,8
2502,Ananya,Rao,MBA,2022,6
2503,Aditya,Malhotra,CSE,2020,2
2504,Sneha,Bhat,CSE,2022,6
2505,Ritika,Nair,CSE,2023,8
2506,Aditya,Patel,CSE,2022,6
2507,Krishna,Yadav,CSE,2020,2
2508,Krishna,Sinha,CSE,2023,8
2509,Krishna,Iyer,MBA,2021,5
2510,Nidhi,Joshi,CSE,2022,5
2511,Nidhi,Menon,MBA,2022,5
2512,Karan,Khan,ME,2022,5
2513,Diya,Mehta,BCA,2022,6
2514,Sneha,Iyer,CSE,2023,8
2515,Vihaan,Sharma,CSE,2022,7
2516,Rohan,Malhotra,CSE,2023,8
2517,Arjun,Sharma,CSE,2021,4
2518,Rohan,Kapoor,CSE,2022,6
2519,Samar,Khan,MBA,2022,6
2520,Karan,Menon,CSE,2022,5
2521,Sneha,Khan,CE,2023,8
2522,Nidhi,Chopra,CSE,2021,4
2523,Karan,Verma,CSE,2021,5
2524,Krishna,Mehta,CSE,2023,8
2525,Aisha,Bhatt,MBA,2023,8
2526,Aditya,Patel,CSE,2022,5
2527,Arjun,Malhotra,ME,2021,5
2528,Rohan,Sinha,BCA,2022,5
2529,Priya,Kapoor,MBA,2020,2
2530,Krishna,Patel,CSE,2023,8
2531,Samar,Menon,ME,2023,8
2532,Aditya,Bhat,MBA,2022,7
2533,Samar,Menon,CSE,2023,8
2534,Priya,Bhatt,CSE,2021,4
2535,Sneha,Sinha,BCA,2023,8
2536,Neha,Bhatt,BCA,2021,4
2537,Aditya,Desai,CE,2020,2
2538,Ishaan,Verma,CSE,2020,1
2539,Arjun,Bhat,CE,2022,5
2540,Vihaan,Khan,CE,2020,3
2541,Ritika,Desai,CSE,2023,7
2542,Diya,Kapoor,BCA,2022,5
2543,Ananya,Sharma,BCA,2022,6
2544,Krishna,Sharma,MBA,2023,8
2545,Karan,Patel,BCA,2023,8
2546,Neha,Verma,CSE,2023,7
2547,Karan,Sinha,CSE,2022,7
2548,Manya,Iyer,CSE,2020,3
2549,Ishaan,Nair,CSE,2022,6
2550,Arjun,Kapoor,ME,2022,6
2551,Ananya,Mehta,CE,2023,7
2552,Pooja,Mehta,ME,2021,4
2553,Karan,Singh,BCA,2023,8
2554,Aisha,Desai,CSE,2020,1
2555,Manya,Sharma,MBA,2023,7
2556,Nidhi,Desai,BCA,2020,2
2557,Pooja,Rao,ME,2020,2
2558,Aditya,Kapoor,CSE,2021,3
2559,Manya,Gupta,CSE,2022,7
2560,Vihaan,Desai,CSE,2023,8
2561,Aisha,Mehta,CSE,2023,7
2562,Vihaan,Patel,CSE,2022,5
2563,Manya,Gupta,CSE,2023,7
2564,Aisha,Malhotra,CSE,2022,6
2565,Pooja,Bhat,CSE,2021,4
2566,Karan,Joshi,CSE,2020,1
2567,Nidhi,Menon,CSE,2023,8
2568,Ritika,Desai,ME,2022,6
2569,Neha,Malhotra,ME,2022,5
2570,Ritika,Joshi,ME,2023,8
2571,Sneha,Bhatt,CSE,2022,7
2572,Pooja,Desai,ME,2022,6
2573,Nidhi,Iyer,CSE,2022,6
2574,Aisha,Nair,BCA,2021,4
2575,Aarav,Nair,ME,2023,8
2576,Rahul,Bhat,BCA,2021,4
2577,Samar,Chopra,CSE,2020,2
2578,Manya,Menon,ME,2022,7
2579,Aarav,Mehta,MBA,2022,6
2580,Rohan,Bhatt,CSE,2022,6
2581,Ritika,Menon,BCA,2023,7
2582,Rahul,Sinha,CE,2023,8
2583,Sneha,Menon,ME,2023,8
2584,Priya,Sharma,ME,2022,5
2585,Karan,Kapoor,CSE,2022,5
2586,Diya,Bhat,CE,2020,1
2587,Manya,Yadav,CSE,2023,8
2588,Diya,Verma,CSE,2023,8
2589,Manya,Rao,BCA,2023,8
2590,Nidhi,Yadav,BCA,2023,8
2591,Krishna,Singh,BCA,2021,3
2592,Karan,Bhatt,ME,2021,4
2593,Aditya,Malhotra,BCA,2022,7
2594,Priya,Sinha,CSE,2022,5
2595,Rahul,Iyer,BCA,2022,6
2596,Nidhi,Sharma,CSE,2022,5
2597,Diya,Malhotra,CSE,2021,5
2598,Arjun,Desai,CSE,2022,6
2599,Sneha,Joshi,MBA,2022,6
2600,Priya,Khan,CSE,2023,7
2601,Ritika,Joshi,CSE,2023,8
2602,Neha,Gupta,ME,2022,5
2603,Arjun,Rao,CE,2022,7
2604,Rohan,Malhotra,CSE,2023,8
2605,Neha,Bhat,CSE,2021,4
2606,Ishaan,Bhatt,BCA,2023,7
2607,Rohan,Malhotra,MBA,2023,8
2608,Neha,Desai,BCA,2020,1
2609,Aisha,Desai,CE,2022,6
2610,Aditya,Joshi,CSE,2023,8
2611,Vihaan,Singh,CSE,2021,5
2612,Manya,Sinha,CSE,2021,5
2613,Pooja,Bhat,CSE,2021,3
2614,Ritika,Sharma,BCA,2023,8
2615,Diya,Malhotra,BCA,2023,8
2616,Nidhi,Joshi,BCA,2021,4
2617,Aarav,Joshi,BCA,2023,8
2618,Pooja,Mehta,BCA,2021,4
2619,Manya,Gupta,MBA,2023,8
2620,Krishna,Verma,CSE,2022,6
2621,Krishna,Sharma,BCA,2021,5
2622,Arjun,Desai,MBA,2023,7
2623,Ananya,Gupta,BCA,2023,8
2624,Priya,Menon,CSE,2023,7
2625,Ishaan,Kapoor,BCA,2023,8
2626,Ishaan,Verma,ME,2023,8
2627,Ritika,Mehta,ME,2022,5
2628,Neha,Iyer,CSE,2022,6
2629,Vihaan,Mehta,BCA,2021,4
2630,Karan,Mehta,ME,2020,1
2631,Samar,Mehta,CSE,2022,6
2632,Neha,Khan,ME,2020,3
2633,Ananya,Iyer,CSE,2022,7
2634,Krishna,Kapoor,CSE,2022,6
2635,Ananya,Joshi,BCA,2022,6
2636,Nidhi,Mehta,CE,2023,8
2637,Karan,Verma,CE,2023,8
2638,Pooja,Gupta,CSE,2020,3
2639,Aisha,Khan,CE,2021,5
2640,Karan,Khan,CSE,2020,1
2641,Rahul,Patel,CE,2023,8
2642,Aisha,Verma,CSE,2023,8
2643,Vihaan,Malhotra,MBA,2023,7
2644,Ananya,Kapoor,CSE,2021,4
2645,Manya,Kapoor,CSE,2022,5
2646,Priya,Nair,MBA,2022,5
2647,Diya,Sharma,CSE,2023,8
2648,Ananya,Sharma,MBA,2022,7
2649,Neha,Bhat,CSE,2022,6
2650,Diya,Chopra,CSE,2022,6
2651,Samar,Chopra,ME,2023,8
2652,Krishna,Chopra,CSE,2022,5
2653,Nidhi,Gupta,MBA,2022,6
2654,Pooja,Singh,ME,2022,6
2655,Priya,Iyer,CSE,2023,8
2656,Neha,Chopra,BCA,2022,6
2657,Priya,Malhotra,CSE,2023,8
2658,Manya,Chopra,CSE,2022,6
2659,Rahul,Sharma,BCA,2021,4
2660,Karan,Mehta,CSE,2022,6
2661,Nidhi,Chopra,ME,2020,1
2662,Sneha,Khan,CE,2023,8
2663,Neha,Nair,ME,2023,7
2664,Ananya,Yadav,ME,2023,8
2665,Rahul,Bhatt,ME,2023,8
2666,Pooja,Sinha,MBA,2021,4
2667,Samar,Sinha,CSE,2021,3
2668,Diya,Malhotra,CE,2023,8
2669,Rahul,Malhotra,CSE,2022,7
2670,Nidhi,Joshi,MBA,2023,8
2671,Krishna,Bhat,CSE,2021,4
2672,Ritika,Malhotra,CE,2022,6
2673,Ishaan,Verma,CSE,2023,8
2674,Sneha,Patel,CSE,2023,8
2675,Sneha,Sharma,CSE,2023,7
2676,Karan,Yadav,CE,2023,7
2677,Nidhi,Rao,MBA,2022,6
2678,Vihaan,Sinha,CSE,2022,6
2679,Vihaan,Malhotra,BCA,2023,8
2680,Rohan,Nair,CSE,2021,4
2681,Ishaan,Rao,ME,2022,6
2682,Aditya,Kapoor,CSE,2022,5
2683,Ritika,Mehta,BCA,2021,5
2684,Aarav,Singh,CSE,2023,8
2685,Sneha,Yadav,BCA,2021,4
2686,Aditya,Nair,CSE,2023,8
2687,Ananya,Bhat,MBA,2023,7
2688,Aarav,Singh,CE,2022,6
2689,Krishna,Singh,MBA,2023,8
2690,Priya,Mehta,CSE,2023,7
2691,Aisha,Bhatt,CSE,2022,5
2692,Karan,Bhatt,ME,2022,6
2693,Aisha,Menon,CSE,2021,3
2694,Ritika,Mehta,MBA,2022,7
2695,Neha,Verma,CSE,2021,4
2696,Pooja,Bhatt,MBA,2023,8
2697,Ananya,Sinha,CE,2023,8
2698,Aisha,Iyer,BCA,2022,7
2699,Krishna,Yadav,ME,2022,5
2700,Ritika,Nair,MBA,2023,7
2701,Ritika,Menon,CSE,2023,8
2702,Karan,Singh,MBA,2021,4
2703,Ananya,Sharma,CSE,2023,8
2704,Priya,Rao,CSE,2023,8
2705,Aarav,Sinha,CSE,2021,4
2706,Pooja,Mehta,CE,2022,6
2707,Ananya,Bhat,CSE,2023,8
2708,Neha,Kapoor,BCA,2021,5
2709,Samar,Mehta,CE,2023,8
2710,Ritika,Sharma,CE,2023,7
2711,Nidhi,Bhatt,BCA,2021,3
2712,Ishaan,Verma,ME,2023,8
2713,Rahul,Desai,CE,2023,8
2714,Krishna,Joshi,CSE,2023,7
2715,Aditya,Singh,MBA,2023,8
2716,Aisha,Singh,CSE,2023,8
2717,Pooja,Nair,CSE,2022,5
2718,Samar,Bhatt,CSE,2020,2
2719,Arjun,Mehta,CSE,2023,8
2720,Priya,Patel,ME,2022,6
2721,Aisha,Sinha,CSE,2022,7
2722,Ananya,Gupta,MBA,2022,6
2723,Krishna,Khan,CSE,2022,7
2724,Priya,Malhotra,MBA,2022,6
2725,Rohan,Singh,MBA,2022,6
2726,Pooja,Menon,BCA,2021,5
2727,Pooja,Rao,ME,2021,3
2728,Aarav,Gupta,CSE,2023,8
2729,Aarav,Iyer,CSE,2021,3
2730,Sneha,Menon,BCA,2022,6
2731,Diya,Malhotra,MBA,2023,7
2732,Ananya,Iyer,BCA,2023,8
2733,Diya,Gupta,CSE,2021,4
2734,Samar,Joshi,CSE,2022,7
2735,Sneha,Sinha,CSE,2022,7
2736,Aisha,Kapoor,ME,2023,8
2737,Ritika,Mehta,ME,2023,7
2738,Priya,Bhat,BCA,2023,8
2739,Aarav,Yadav,ME,2023,8
2740,Nidhi,Khan,CSE,2023,8
2741,Neha,Gupta,CSE,2022,6
2742,Rohan,Sharma,MBA,2023,7
2743,Rahul,Nair,CSE,2020,1
2744,Aisha,Bhatt,CSE,2021,4
2745,Vihaan,Kapoor,ME,2022,7
2746,Rohan,Khan,MBA,2022,7
2747,Vihaan,Bhat,ME,2021,4
2748,Arjun,Kapoor,ME,2022,5
2749,Neha,Nair,BCA,2021,4
2750,Samar,Joshi,BCA,2021,4
2751,Nidhi,Patel,CE,2020,2
2752,Manya,Singh,CSE,2023,8
2753,Ishaan,Desai,CSE,2022,5
2754,Ananya,Patel,MBA,2023,8
2755,Ananya,Mehta,BCA,2022,7
2756,Pooja,Menon,CE,2021,4
2757,Ananya,Chopra,CSE,2023,8
2758,Manya,Verma,CSE,2022,7
2759,Ananya,Verma,CSE,2023,7
2760,Sneha,Malhotra,ME,2021,3
2761,Manya,Desai,CE,2023,8
2762,Arjun,Bhat,CSE,2022,6
2763,Ananya,Yadav,CSE,2020,2
2764,Ananya,Chopra,CSE,2022,6
2765,Ananya,Menon,CSE,2022,5
2766,Rohan,Chopra,CSE,2022,7
2767,Aisha,Kapoor,CE,2022,6
2768,Aisha,Verma,CE,2023,8
2769,Pooja,Kapoor,ME,2022,5
2770,Aisha,Joshi,ME,2022,7
2771,Ritika,Joshi,CSE,2023,8
2772,Rahul,Bhat,CE,2021,4
2773,Priya,Sharma,CSE,2021,4
2774,Vihaan,Rao,BCA,2023,8
2775,Aisha,Desai,CSE,2022,5
2776,Rohan,Verma,CSE,2023,8
2777,Priya,Verma,CSE,2023,7
2778,Aarav,Nair,MBA,2021,5
2779,Rahul,Menon,MBA,2022,5
2780,Samar,Mehta,CSE,2023,7
2781,Arjun,Yadav,CSE,2023,7
2782,Ananya,Patel,BCA,2023,8
2783,Rahul,Iyer,CSE,2021,4
2784,Krishna,Mehta,MBA,2023,8
2785,Diya,Bhat,MBA,2022,6
2786,Ritika,Chopra,CSE,2021,3
2787,Arjun,Bhat,CSE,2022,6
2788,Diya,Menon,BCA,2022,6
2789,Rahul,Verma,ME,2020,2
2790,Nidhi,Patel,ME,2022,5
2791,Sneha,Verma,CSE,2022,7
2792,Ishaan,Verma,ME,2020,2
2793,Samar,Chopra,CSE,2022,7
2794,Pooja,Nair,CE,2021,4
2795,Ananya,Sinha,MBA,2023,8
2796,Karan,Patel,CSE,2022,5
2797,Ishaan,Singh,ME,2023,8
2798,Aditya,Menon,MBA,2023,8
2799,Ishaan,Singh,CSE,2023,8
2800,Aditya,Bhat,CSE,2020,2
2801,Ananya,Bhat,CSE,2023,8
2802,Aarav,Bhat,ME,2022,6
2803,Priya,Desai,CSE,2023,8
2804,Arjun,Joshi,CSE,2022,5
2805,Sneha,Singh,BCA,2023,7
2806,Aarav,Desai,CSE,2023,8
2807,Rahul,Sinha,MBA,2023,8
2808,Aditya,Mehta,BCA,2022,6
2809,Aditya,Chopra,CSE,2021,4
2810,Nidhi,Singh,CSE,2022,6
2811,Neha,Singh,CSE,2022,6
2812,Vihaan,Iyer,CSE,2022,7
2813,Diya,Sharma,MBA,2022,5
2814,Manya,Mehta,MBA,2023,8
2815,Karan,Gupta,ME,2021,3
2816,Sneha,Menon,BCA,2022,6
2817,Aisha,Bhat,CSE,2023,8
2818,Samar,Iyer,ME,2022,6
2819,Ananya,Gupta,CSE,2021,5
2820,Vihaan,Kapoor,CSE,2022,6
2821,Krishna,Bhat,CSE,2022,6
2822,Karan,Chopra,CSE,2023,8
2823,Neha,Verma,CSE,2023,8
2824,Karan,Desai,CE,2022,6
2825,Ritika,Rao,MBA,2023,8
2826,Neha,Joshi,CE,2023,7
2827,Aarav,Malhotra,CSE,2022,6
2828,Vihaan,Rao,CSE,2022,6
2829,Karan,Singh,CSE,2022,5
2830,Diya,Sharma,CSE,2023,8
2831,Ishaan,Menon,MBA,2020,2
2832,Karan,Chopra,CSE,2022,7
2833,Vihaan,Singh,CSE,2022,5
2834,Sneha,Bhat,BCA,2023,8
2835,Nidhi,Sharma,ME,2022,6
2836,Vihaan,Bhat,CSE,2023,8
2837,Krishna,Singh,ME,2022,6
2838,Aarav,Patel,CSE,2021,4
2839,Krishna,Verma,MBA,2022,6
2840,Rohan,Joshi,CE,2021,4
2841,Ishaan,Gupta,MBA,2020,2
2842,Nidhi,Verma,ME,2023,8
2843,Sneha,Joshi,CE,2021,5
2844,Sneha,Kapoor,CE,2021,4
2845,Aditya,Mehta,CSE,2020,1
2846,Vihaan,Patel,CE,2023,7
2847,Diya,Bhat,CSE,2023,8
2848,Aarav,Singh,BCA,2021,4
2849,Samar,Verma,CSE,2020,3
2850,Samar,Yadav,BCA,2022,6
2851,Krishna,Iyer,MBA,2022,5
2852,Ritika,Khan,CSE,2021,3
2853,Neha,Menon,CSE,2020,2
2854,Aditya,Desai,BCA,2023,8
2855,Manya,Bhat,CSE,2023,8
2856,Rohan,Joshi,ME,2023,8
2857,Manya,Sharma,MBA,2023,8
2858,Krishna,Rao,CSE,2023,8
2859,Ishaan,Gupta,CSE,2022,5
2860,Manya,Joshi,CSE,2021,4
2861,Nidhi,Mehta,CSE,2023,8
2862,Aisha,Chopra,CSE,2023,8
2863,Samar,Singh,CE,2023,8
2864,Rahul,Mehta,BCA,2023,8
2865,Diya,Iyer,CSE,2021,3
2866,Nidhi,Joshi,MBA,2021,3
2867,Pooja,Kapoor,BCA,2021,5
2868,Rohan,Desai,CSE,2022,6
2869,Diya,Nair,CSE,2020,2
2870,Diya,Yadav,CSE,2023,8
2871,Karan,Rao,ME,2021,3
2872,Ritika,Joshi,MBA,2021,3
2873,Krishna,Menon,CSE,2023,8
2874,Rohan,Joshi,CSE,2022,6
2875,Neha,Khan,BCA,2021,3
2876,Arjun,Malhotra,CE,2023,8
2877,Aisha,Yadav,ME,2021,4
2878,Sneha,Desai,CSE,2022,5
2879,Arjun,Yadav,BCA,2022,7
2880,Pooja,Bhatt,BCA,2021,3
2881,Aisha,Nair,CSE,2023,7
2882,Sneha,Sinha,CE,2021,5
2883,Aarav,Kapoor,ME,2021,3
2884,Ishaan,Bhat,CSE,2022,7
2885,Rohan,Bhatt,MBA,2022,6
2886,Sneha,Malhotra,MBA,2023,8
2887,Ritika,Yadav,ME,2022,6
2888,Arjun,Desai,MBA,2023,8
2889,Priya,Khan,CSE,2021,3
2890,Aarav,Iyer,CSE,2022,6
2891,Rahul,Joshi,CSE,2021,4
2892,Aisha,Nair,CSE,2021,5
2893,Priya,Malhotra,ME,2023,8
2894,Aditya,Nair,BCA,2022,7
2895,Priya,Singh,MBA,2022,6
2896,Samar,Iyer,CSE,2020,2
2897,Sneha,Nair,CSE,2021,5
2898,Karan,Mehta,MBA,2022,6
2899,Rohan,Bhatt,CSE,2023,8
2900,Manya,Menon,CSE,2023,8
2901,Rahul,Gupta,CSE,2023,8
2902,Manya,Malhotra,CSE,2023,8
2903,Diya,Gupta,MBA,2022,6
2904,Manya,Menon,CSE,2022,6
2905,Manya,Bhatt,CSE,2021,3
2906,Neha,Rao,CSE,2022,5
2907,Vihaan,Sharma,MBA,2023,8
2908,Vihaan,Joshi,MBA,2023,8
2909,Priya,Sinha,CSE,2020,3
2910,Ritika,Verma,MBA,2023,8
2911,Manya,Yadav,CSE,2023,7
2912,Rahul,Khan,MBA,2021,4
2913,Priya,Chopra,MBA,2021,4
2914,Aarav,Iyer,CSE,2023,8
2915,Arjun,Desai,MBA,2022,7
2916,Rahul,Bhatt,MBA,2022,5
2917,Nidhi,Kapoor,MBA,2023,8
2918,Neha,Sinha,CSE,2022,6
2919,Krishna,Patel,CSE,2022,5
2920,Ritika,Kapoor,MBA,2022,6
2921,Ananya,Mehta,BCA,2022,7
2922,Pooja,Chopra,MBA,2022,5
2923,Manya,Mehta,MBA,2023,8
2924,Rahul,Rao,ME,2020,1
2925,Karan,Desai,BCA,2022,5
2926,Ananya,Sinha,MBA,2022,6
2927,Sneha,Iyer,CSE,2023,8
2928,Priya,Gupta,BCA,2021,3
2929,Karan,Verma,ME,2022,6
2930,Rahul,Desai,CSE,2023,8
2931,Rahul,Rao,BCA,2022,6
2932,Manya,Iyer,CSE,2021,5
2933,Sneha,Chopra,BCA,2022,5
2934,Priya,Kapoor,CE,2022,5
2935,Rahul,Desai,CSE,2023,8
2936,Arjun,Khan,MBA,2022,6
2937,Samar,Joshi,MBA,2023,8
2938,Neha,Singh,CE,2023,8
2939,Priya,Sinha,ME,2023,8
2940,Sneha,Rao,MBA,2022,6
2941,Manya,Yadav,CSE,2020,1
2942,Rohan,Patel,CSE,2023,8
2943,Rahul,Malhotra,MBA,2023,8
2944,Priya,Khan,ME,2023,8
2945,Aditya,Rao,CSE,2022,6
2946,Neha,Singh,CSE,2021,5
2947,Ritika,Khan,ME,2023,8
2948,Ritika,Patel,ME,2023,8
2949,Aarav,Chopra,ME,2023,8
2950,Aditya,Joshi,CSE,2021,5
2951,Aditya,Menon,CSE,2021,4
2952,Vihaan,Yadav,CSE,2021,4
2953,Arjun,Malhotra,MBA,2023,8
2954,Ananya,Verma,CE,2023,8
2955,Aditya,Verma,CSE,2021,4
2956,Aisha,Nair,CSE,2022,5
2957,Rahul,Yadav,CSE,2023,7
2958,Ritika,Menon,ME,2020,2
2959,Priya,Sinha,CSE,2022,6
2960,Nidhi,Singh,CSE,2023,8
2961,Ritika,Khan,CSE,2023,8
2962,Samar,Khan,MBA,2020,2
2963,Ishaan,Iyer,MBA,2023,8
2964,Rahul,Khan,ME,2020,2
2965,Ananya,Yadav,CSE,2020,2
2966,Vihaan,Patel,CE,2022,5
2967,Priya,Joshi,BCA,2022,7
2968,Samar,Iyer,CSE,2020,3
2969,Vihaan,Kapoor,MBA,2023,7
2970,Aisha,Bhatt,CSE,2020,1
2971,Rohan,Sharma,BCA,2022,5
2972,Aarav,Khan,MBA,2020,1
2973,Aditya,Joshi,MBA,2023,8
2974,Krishna,Sharma,MBA,2023,8
2975,Aditya,Mehta,ME,2023,7
2976,Pooja,Bhat,MBA,2023,8
2977,Krishna,Rao,CSE,2023,8
2978,Pooja,Iyer,CSE,2022,6
2979,Krishna,Desai,CSE,2023,7
2980,Nidhi,Gupta,BCA,2023,8
2981,Rohan,Nair,CSE,2021,3
2982,Nidhi,Desai,CSE,2021,3
2983,Ishaan,Bhat,CSE,2023,8
2984,Pooja,Patel,CSE,2022,5
2985,Pooja,Nair,CSE,2022,6
2986,Ishaan,Verma,CSE,2021,4
2987,Samar,Malhotra,CSE,2023,8
2988,Ritika,Bhatt,CSE,2023,8
2989,Rohan,Gupta,MBA,2023,7
2990,Neha,Rao,ME,2022,6
2991,Ritika,Desai,CE,2021,3
2992,Samar,Desai,CSE,2020,2
2993,Sneha,Rao,MBA,2023,7
2994,Nidhi,Joshi,BCA,2021,4
2995,Nidhi,Bhatt,CE,2023,8
2996,Pooja,Singh,CSE,2022,7
2997,Manya,Chopra,ME,2021,3
2998,Karan,Bhatt,BCA,2022,7
2999,Samar,Yadav,CE,2021,4
3000,Pooja,Khan,CSE,2023,8
3001,Krishna,Rao,CSE,2022,5
3002,Vihaan,Joshi,CSE,2022,7
3003,Vihaan,Joshi,CSE,2023,8
3004,Pooja,Singh,CSE,2020,3
3005,Ishaan,Khan,CSE,2023,7
3006,Ishaan,Chopra,CSE,2022,6
3007,Neha,Bhat,CSE,2023,7
3008,Aditya,Malhotra,CE,2022,5
3009,Ritika,Patel,MBA,2023,7
3010,Priya,Chopra,CSE,2022,7
3011,Rohan,Sinha,CE,2023,8
3012,Krishna,Rao,CSE,2022,7
3013,Rahul,Kapoor,CSE,2020,2
3014,Aarav,Gupta,MBA,2021,5
3015,Sneha,Bhatt,MBA,2022,6
3016,Sneha,Singh,MBA,2023,8
3017,Ananya,Singh,ME,2022,6
3018,Rohan,Gupta,BCA,2021,3
3019,Sneha,Verma,MBA,2022,6
3020,Aditya,Patel,CSE,2022,5
3021,Aditya,Khan,CSE,2020,2
3022,Samar,Malhotra,CE,2022,6
3023,Vihaan,Sharma,CSE,2023,8
3024,Aisha,Khan,BCA,2022,5
3025,Krishna,Desai,ME,2023,8
