student_id,first_name,last_name,department,cgpa,latest_sgpa,active_backlogs,has_backlog_history
2158,Vihaan,Bhat,BCA,7.6,7.5,1,1
2159,Krishna,Nair,CSE,8.3,8.8,0,1
2160,Aisha,Menon,ME,8.3,8.2,0,0
2161,Samar,Gupta,CSE,7.9,8.2,1,1
2162,Rohan,Rao,CSE,7.7,7.9,1,1
2163,Arjun,Desai,MBA,7.4,7.4,1,1
2164,Aarav,Patel,MBA,8.0,8.1,1,1
2165,Neha,Singh,CE,7.9,7.9,0,1
2166,Nidhi,Menon,CE,7.4,6.8,0,1
2167,Neha,Singh,ME,6.3,6.4,0,0
2168,Nidhi,Kapoor,MBA,5.9,5.7,0,0
2169,Arjun,Menon,BCA,7.5,7.1,0,0
2170,Neha,Malhotra,ME,6.7,6.8,1,1
2171,Ishaan,Kapoor,BCA,7.1,7.2,0,0
2172,Sneha,Mehta,CE,7.3,7.6,0,0
2173,Aditya,Yadav,CSE,9.0,8.9,0,0
2174,Sneha,Mehta,CSE,7.9,8.2,0,0
2175,Ananya,Bhat,MBA,7.8,7.8,0,0
2176,Manya,Desai,ME,7.7,7.8,0,0
2177,Ishaan,Malhotra,MBA,5.9,6.0,1,1
2178,Vihaan,Sharma,CE,7.2,6.8,0,0
2179,Manya,Malhotra,CSE,7.1,7.2,0,0
2180,Pooja,Verma,CSE,8.8,8.8,0,0
2181,Nidhi,Kapoor,CSE,6.7,6.6,2,1
2182,Karan,Rao,MBA,7.1,7.1,0,0
2183,Aditya,Sharma,ME,7.2,8.0,0,0
2184,Rahul,Gupta,CSE,7.2,6.6,0,0
2185,Manya,Menon,ME,7.5,7.5,0,0
2186,Krishna,Singh,CSE,7.8,8.0,0,0
2187,Samar,Sinha,CSE,7.9,7.5,1,1
2188,Samar,Joshi,ME,7.7,7.8,0,0
2189,Neha,Sharma,CSE,7.9,8.0,0,1
2190,Sneha,Malhotra,ME,7.6,7.1,0,0
2191,Rahul,Iyer,CE,8.1,7.9,0,0
2192,Sneha,Malhotra,BCA,6.4,6.9,0,0
2193,Rahul,Mehta,CSE,8.2,7.7,0,0
2194,Rahul,Kapoor,MBA,6.8,6.7,0,0
2195,Aarav,Sinha,ME,7.0,7.0,0,0
2196,Vihaan,Yadav,CE,7.5,7.5,0,0
2197,Pooja,Menon,CE,7.6,7.5,1,1
2198,Aarav,Desai,CSE,8.1,8.1,0,0
2199,Samar,Sharma,CSE,7.2,7.2,0,1
2200,Nidhi,Chopra,MBA,8.4,8.6,0,0
2201,Karan,Iyer,CE,7.1,7.4,0,0
2202,Ananya,Mehta,CSE,7.4,7.5,0,1
2203,Vihaan,Bhat,CSE,7.0,7.1,0,0
2204,Karan,Rao,ME,6.6,6.1,0,0
2205,Karan,Iyer,CSE,7.0,7.0,1,1
2206,Sneha,Desai,CSE,8.0,8.3,1,1
2207,Aisha,Rao,CSE,8.2,7.7,2,1
2208,Sneha,Sinha,CSE,7.3,6.9,0,1
2209,Neha,Kapoor,MBA,6.7,7.1,0,0
2210,Ritika,Kapoor,CSE,7.7,7.3,0,1
2211,Arjun,Khan,CSE,7.9,7.9,0,1
2212,Priya,Sinha,CSE,8.0,7.8,1,1
2213,Aarav,Verma,CSE,7.2,7.6,0,0
2214,Arjun,Nair,ME,7.3,7.4,1,1
2215,Karan,Joshi,CSE,8.7,8.9,0,0
2216,Neha,Khan,MBA,6.7,6.7,0,0
2217,Karan,Gupta,CSE,7.8,8.4,0,0
2218,Ananya,Gupta,CSE,8.1,7.9,1,1
2219,Aarav,Sharma,CSE,7.2,7.3,0,0
2220,Neha,Iyer,CSE,8.2,8.6,0,0
2221,Ritika,Khan,ME,6.6,7.0,0,1
2222,Aditya,Yadav,MBA,7.8,7.7,0,0
2223,Sneha,Rao,CE,7.4,6.8,0,0
2224,Arjun,Iyer,CSE,6.9,6.8,0,1
2225,Manya,Gupta,CSE,8.2,8.7,0,0
2226,Karan,Sinha,CSE,7.3,7.1,0,1
2227,Diya,Gupta,CE,7.3,7.4,0,0
2228,Ishaan,Nair,CSE,8.2,8.1,0,0
2229,Ananya,Rao,CSE,7.2,7.2,1,1
2230,Manya,Joshi,CSE,7.5,7.9,0,0
2231,Aisha,Joshi,CSE,8.5,8.6,0,1
2232,Ritika,Nair,BCA,6.2,6.8,0,1
2233,Rohan,Bhatt,MBA,8.3,8.6,1,1
2234,Ritika,Bhat,CE,6.5,6.5,2,1
2235,Ritika,Mehta,ME,7.0,7.0,0,0
2236,Ananya,Khan,MBA,7.6,7.7,0,1
2237,Arjun,Verma,CSE,8.2,7.8,1,1
2238,Arjun,Joshi,ME,7.6,7.3,0,0
2239,Karan,Bhatt,CSE,7.8,8.0,0,0
2240,Samar,Sharma,CSE,7.5,7.8,0,0
2241,Krishna,Verma,ME,8.3,7.9,0,1
2242,Aisha,Chopra,CE,7.9,8.2,0,0
2243,Pooja,Nair,ME,8.1,8.0,0,0
2244,Sneha,Verma,ME,7.1,6.9,0,0
2245,Karan,Khan,CSE,6.4,6.3,0,1
2246,Karan,Gupta,CSE,8.4,8.7,0,0
2247,Rahul,Malhotra,CSE,8.0,8.2,0,1
2248,Vihaan,Nair,ME,7.5,7.6,0,0
2249,Aisha,Mehta,BCA,7.1,7.2,0,0
2250,Nidhi,Malhotra,CSE,7.6,7.3,1,1
2251,Aditya,Joshi,CSE,7.4,7.6,0,0
2252,Sneha,Yadav,MBA,7.4,7.3,1,1
2253,Ishaan,Rao,BCA,6.7,7.3,0,0
2254,Ishaan,Malhotra,MBA,7.9,7.8,0,0
2255,Diya,Malhotra,CSE,9.0,9.7,1,1
2256,Rahul,Desai,BCA,7.0,7.0,0,0
2257,Rahul,Sinha,CE,6.4,6.4,0,0
2258,Nidhi,Bhat,CSE,7.7,7.6,0,0
2259,Samar,Bhat,BCA,7.6,7.2,2,1
2260,Ishaan,Malhotra,MBA,7.7,8.1,0,0
2261,Priya,Yadav,CSE,8.8,8.8,0,1
2262,Karan,Malhotra,MBA,7.9,8.1,2,1
2263,Vihaan,Joshi,CE,6.3,6.8,0,0
2264,Neha,Iyer,ME,6.7,6.7,1,1
2265,Pooja,Iyer,CSE,8.0,8.0,1,1
2266,Vihaan,Joshi,BCA,7.1,7.1,0,0
2267,Ananya,Singh,CSE,8.7,8.3,0,0
2268,Samar,Iyer,CE,6.8,6.3,0,1
2269,Aisha,Kapoor,ME,8.0,7.5,0,0
2270,Sneha,Sinha,CSE,7.4,7.8,0,0
2271,Karan,Mehta,CSE,8.0,7.9,1,1
2272,Nidhi,Desai,BCA,6.9,7.1,0,0
2273,Rahul,Khan,CSE,8.1,8.0,0,0
2274,Karan,Patel,ME,8.0,7.5,0,1
2275,Diya,Yadav,MBA,7.6,7.9,0,1
2276,Nidhi,Malhotra,ME,8.5,8.2,0,0
2277,Manya,Yadav,MBA,7.0,7.2,0,0
2278,Manya,Chopra,CSE,7.9,8.2,0,0
2279,Priya,Malhotra,CSE,8.3,8.3,1,1
2280,Ritika,Khan,BCA,6.8,6.9,0,0
2281,Diya,Nair,MBA,7.4,7.0,0,1
2282,Sneha,Mehta,CSE,8.2,9.1,0,0
2283,Aditya,Verma,BCA,8.0,8.1,0,0
2284,Rohan,Sinha,CE,8.1,8.3,0,1
2285,Sneha,Desai,CSE,7.3,7.6,0,0
2286,Priya,Chopra,BCA,7.6,7.6,0,0
2287,Rahul,Kapoor,ME,6.6,6.6,0,0
2288,Aisha,Bhat,CSE,7.4,7.7,0,0
2289,Nidhi,Malhotra,CSE,7.7,7.6,0,0
2290,Neha,Joshi,ME,8.1,8.2,0,0
2291,Karan,Chopra,CE,7.7,7.8,1,1
2292,Diya,Nair,CSE,7.8,7.6,0,0
2293,Karan,Sharma,CSE,8.1,8.2,0,0
2294,Diya,Patel,CSE,8.1,7.6,0,1
2295,Rohan,Malhotra,MBA,7.6,7.9,0,0
2296,Priya,Verma,CSE,7.5,8.0,0,0
2297,Ananya,Kapoor,CSE,7.2,7.5,2,1
2298,Ananya,Sharma,ME,7.3,7.7,0,0
2299,Neha,Iyer,CE,6.9,6.7,0,0
2300,Nidhi,Malhotra,MBA,7.8,7.7,0,0
2301,Vihaan,Singh,CSE,8.7,8.7,0,0
2302,Aisha,Desai,MBA,7.7,7.7,1,1
2303,Manya,Sharma,CSE,6.7,6.6,0,0
2304,Nidhi,Sharma,BCA,7.0,6.7,0,0
2305,Aisha,Rao,CE,7.4,7.9,0,0
2306,Ritika,Bhat,CSE,6.9,6.7,0,0
2307,Priya,Kapoor,CSE,7.8,8.3,0,0
2308,Neha,Joshi,MBA,7.7,7.8,0,0
2309,Ananya,Malhotra,ME,8.2,8.3,0,0
2310,Arjun,Rao,MBA,8.5,8.7,0,0
2311,Aarav,Malhotra,CE,6.7,7.2,0,0
2312,Aditya,Joshi,CE,7.3,6.5,0,0
2313,Ritika,Sinha,MBA,7.3,7.4,0,0
2314,Rohan,Chopra,BCA,7.0,7.0,1,1
2315,Priya,Desai,CE,7.5,7.6,0,0
2316,Aisha,Yadav,CE,7.4,7.7,0,1
2317,Arjun,Joshi,BCA,7.8,7.6,0,1
2318,Aisha,Yadav,CSE,8.6,8.3,0,0
2319,Karan,Kapoor,CSE,7.9,7.5,0,0
2320,Samar,Singh,BCA,7.1,6.8,1,1
2321,Pooja,Verma,CE,6.8,7.0,0,0
2322,Karan,Bhat,BCA,8.6,8.8,0,0
2323,Aarav,Verma,CSE,8.3,8.6,0,1
2324,Priya,Kapoor,ME,7.6,7.5,0,0
2325,Arjun,Mehta,CSE,7.7,7.6,0,0
2326,Aditya,Kapoor,MBA,8.4,8.9,0,0
2327,Aarav,Yadav,CSE,7.7,8.0,1,1
2328,Ishaan,Menon,CSE,6.8,7.0,0,0
2329,Karan,Yadav,CSE,8.0,7.5,0,0
2330,Aditya,Bhatt,ME,6.7,7.3,1,1
2331,Samar,Menon,CSE,8.0,8.0,0,1
2332,Vihaan,Gupta,CSE,8.6,8.7,0,1
2333,Ananya,Iyer,CSE,6.8,6.9,0,0
2334,Samar,Yadav,CSE,7.3,7.3,0,0
2335,Diya,Mehta,BCA,7.9,7.8,0,1
2336,Rohan,Joshi,CSE,7.5,7.5,0,0
2337,Vihaan,Bhat,CSE,8.0,8.2,1,1
2338,Rahul,Chopra,CE,7.7,8.0,0,1
2339,Pooja,Khan,ME,7.9,8.3,0,0
2340,Neha,Menon,ME,7.0,6.7,0,0
2341,Rahul,Verma,ME,5.9,5.7,0,1
2342,Manya,Khan,BCA,7.6,7.9,0,0
2343,Ishaan,Joshi,CSE,6.9,6.4,0,1
2344,Samar,Bhat,BCA,8.0,8.0,0,0
2345,Priya,Rao,CE,7.4,7.2,0,0
2346,Sneha,Verma,MBA,7.2,7.4,0,1
2347,Diya,Sinha,ME,7.8,7.5,2,1
2348,Diya,Gupta,ME,6.4,6.3,1,1
2349,Vihaan,Bhat,CSE,7.7,7.6,0,0
2350,Manya,Bhatt,CSE,8.1,8.2,0,0
2351,Ananya,Menon,BCA,7.6,7.9,0,0
2352,Pooja,Bhatt,MBA,7.1,7.4,0,0
2353,Ritika,Verma,CSE,7.5,7.6,0,0
2354,Krishna,Kapoor,CE,8.3,8.0,0,0
2355,Ritika,Rao,MBA,7.9,8.7,0,1
2356,Arjun,Iyer,CSE,7.4,7.4,0,0
2357,Ishaan,Gupta,ME,8.2,8.3,0,0
2358,Aisha,Rao,ME,7.9,8.0,0,1
2359,Ishaan,Yadav,CSE,8.1,8.2,0,0
2360,Manya,Verma,BCA,7.7,7.4,0,0
2361,Samar,Patel,CSE,7.1,7.2,0,1
2362,Aditya,Verma,MBA,8.3,8.8,1,1
2363,Arjun,Mehta,CSE,8.4,7.8,0,0
2364,Krishna,Singh,ME,7.5,7.5,0,0
2365,Karan,Yadav,CSE,7.9,7.6,0,0
2366,Rohan,Rao,CSE,7.7,8.0,1,1
2367,Samar,Rao,CE,7.1,7.4,0,0
2368,Krishna,Chopra,CSE,8.1,8.1,0,0
2369,Diya,Mehta,CE,6.9,6.9,1,1
2370,Ishaan,Malhotra,MBA,7.5,7.2,0,0
2371,Neha,Patel,BCA,7.5,6.8,0,0
2372,Manya,Kapoor,MBA,7.6,7.5,0,0
2373,Sneha,Sinha,CSE,8.4,8.3,0,0
2374,Rohan,Kapoor,CSE,8.0,8.0,0,0
2375,Ishaan,Sinha,BCA,7.8,6.8,0,0
2376,Diya,Rao,BCA,6.2,5.7,0,0
2377,Aditya,Patel,CSE,8.1,7.7,0,1
2378,Arjun,Chopra,ME,7.4,7.4,0,0
2379,Pooja,Menon,MBA,7.6,7.8,0,0
2380,Manya,Kapoor,BCA,7.1,6.8,1,1
2381,Ishaan,Khan,BCA,8.1,8.0,0,0
2382,Vihaan,Chopra,BCA,7.6,7.4,0,0
2383,Nidhi,Chopra,BCA,7.0,7.6,1,1
2384,Ritika,Sinha,BCA,7.1,7.0,0,0
2385,Ritika,Bhat,CSE,8.3,8.2,0,0
2386,Sneha,Gupta,CE,7.3,7.1,0,1
2387,Diya,Nair,ME,7.4,6.8,0,0
2388,Ritika,Rao,BCA,7.3,7.5,0,0
2389,Neha,Singh,MBA,8.0,7.9,1,1
2390,Priya,Bhat,CSE,8.1,8.0,0,1
2391,Krishna,Gupta,MBA,6.7,6.8,0,0
2392,Ishaan,Malhotra,ME,6.8,6.3,0,0
2393,Ritika,Sinha,CSE,7.8,8.3,0,0
2394,Pooja,Mehta,CSE,7.4,6.9,0,0
2395,Neha,Sinha,MBA,6.1,6.6,0,0
2396,Ishaan,Iyer,CSE,7.4,7.4,0,0
2397,Sneha,Khan,CSE,7.6,7.5,0,0
2398,Aarav,Chopra,CSE,7.6,7.8,1,1
2399,Nidhi,Mehta,BCA,7.8,7.7,0,0
2400,Manya,Desai,CE,6.1,6.4,0,0
2401,Sneha,Singh,CSE,7.3,7.4,0,0
2402,Aisha,Malhotra,CE,7.9,8.1,0,0
2403,Ananya,Bhatt,ME,7.0,7.3,0,1
2404,Neha,Singh,CSE,7.1,7.0,0,0
2405,Aarav,Chopra,CSE,7.4,7.7,2,1
2406,Sneha,Nair,ME,7.7,7.9,1,1
2407,Krishna,Sinha,MBA,7.2,7.6,0,0
2408,Ishaan,Verma,CE,7.0,6.9,0,1
2409,Manya,Bhatt,MBA,7.7,8.1,0,0
2410,Pooja,Bhatt,CSE,8.0,7.8,0,1
2411,Aisha,Khan,BCA,6.6,6.0,0,0
2412,Aisha,Sinha,CSE,7.9,7.5,0,0
2413,Krishna,Menon,ME,6.6,6.5,0,0
2414,Aisha,Nair,CSE,8.5,8.6,1,1
2415,Diya,Rao,CSE,8.5,8.5,0,0
2416,Ananya,Nair,MBA,7.2,7.4,0,0
2417,Rohan,Nair,CSE,8.4,8.0,1,1
2418,Rahul,Verma,MBA,6.9,7.4,0,0
2419,Pooja,Malhotra,CSE,7.7,8.1,0,0
2420,Arjun,Iyer,MBA,7.0,7.3,0,0
2421,Manya,Joshi,ME,7.4,7.8,0,0
2422,Samar,Desai,CSE,7.8,7.3,0,0
2423,Nidhi,Chopra,BCA,7.4,7.6,2,1
2424,Aditya,Verma,CSE,7.7,7.9,0,0
2425,Neha,Joshi,CSE,7.9,8.2,1,1
2426,Ananya,Sharma,ME,8.2,8.5,1,1
2427,Sneha,Mehta,MBA,6.2,6.3,0,0
2428,Neha,Bhatt,MBA,8.6,8.7,1,1
2429,Krishna,Gupta,CSE,7.6,8.0,0,1
2430,Sneha,Sharma,CE,7.4,7.2,0,0
2431,Neha,Yadav,ME,8.2,8.3,0,0
2432,Ritika,Joshi,CSE,8.2,8.0,0,0
2433,Ritika,Nair,CSE,8.1,8.1,0,0
2434,Samar,Khan,CE,8.1,7.3,0,0
2435,Aditya,Chopra,MBA,7.3,7.0,0,0
2436,Diya,Desai,CSE,8.4,8.3,0,0
2437,Ritika,Sharma,CSE,7.0,6.9,0,0
2438,Arjun,Patel,CSE,8.1,8.0,0,1
2439,Arjun,Sinha,MBA,7.7,7.3,0,0
2440,Manya,Nair,BCA,8.1,8.0,0,0
2441,Sneha,Bhatt,MBA,7.8,8.1,1,1
2442,Samar,Sinha,MBA,7.5,7.4,0,0
2443,Arjun,Nair,BCA,7.2,7.6,1,1
2444,Ishaan,Patel,MBA,7.2,7.6,0,0
2445,Krishna,Rao,MBA,7.2,7.0,1,1
2446,Ishaan,Mehta,CSE,7.0,7.2,2,1
2447,Rohan,Singh,ME,8.4,8.0,0,0
2448,Rohan,Malhotra,MBA,8.0,7.7,2,1
2449,Nidhi,Joshi,CSE,8.0,8.0,0,0
2450,Aditya,Yadav,BCA,7.9,8.1,0,0
2451,Aarav,Mehta,BCA,7.9,8.4,1,1
2452,Ishaan,Gupta,CE,6.8,6.8,0,0
2453,Krishna,Gupta,MBA,7.8,7.9,0,1
2454,Rahul,Yadav,MBA,8.2,8.2,0,0
2455,Diya,Singh,CSE,7.4,7.9,0,0
2456,Priya,Verma,CSE,6.9,7.3,0,0
2457,Manya,Joshi,CE,6.7,6.8,1,1
2458,Ishaan,Malhotra,MBA,7.3,7.5,0,0
2459,Priya,Verma,BCA,6.7,6.8,0,0
2460,Samar,Mehta,CSE,7.7,8.0,0,0
2461,Rohan,Chopra,MBA,7.0,7.3,0,0
2462,Aditya,Gupta,ME,7.4,7.3,0,0
2463,Diya,Bhat,MBA,7.1,7.1,0,0
2464,Samar,Bhat,BCA,7.4,7.4,1,1
2465,Pooja,Nair,BCA,7.8,7.8,0,0
2466,Pooja,Kapoor,CSE,7.2,7.0,0,0
2467,Samar,Joshi,CSE,8.0,8.1,1,1
2468,Neha,Joshi,CSE,7.3,7.1,1,1
2469,Krishna,Malhotra,ME,7.4,7.2,0,0
2470,Priya,Yadav,CSE,7.8,7.8,0,0
2471,Rahul,Joshi,ME,7.6,7.7,1,1
2472,Neha,Yadav,CSE,7.9,8.3,1,1
2473,Ishaan,Verma,ME,8.1,8.3,0,0
2474,Ananya,Patel,CE,7.4,7.7,0,0
2475,Manya,Kapoor,MBA,7.0,7.5,0,0
2476,Nidhi,Mehta,MBA,8.0,7.8,0,0
2477,Ananya,Joshi,CSE,8.0,8.2,1,1
2478,Ishaan,Gupta,CSE,8.3,8.5,0,0
2479,Nidhi,Khan,MBA,7.3,7.4,0,0
2480,Aarav,Sinha,MBA,6.6,6.9,1,1
2481,Rohan,Singh,BCA,8.7,8.7,0,0
2482,Krishna,Mehta,BCA,7.0,7.2,0,0
2483,Aisha,Rao,CE,6.7,6.3,0,0
2484,Nidhi,Singh,CSE,8.2,8.2,0,0
2485,Ananya,Verma,ME,6.8,7.0,0,0
2486,Manya,Rao,CSE,7.6,7.9,0,0
2487,Aisha,Patel,CSE,7.9,7.6,0,0
2488,Pooja,Kapoor,CSE,7.7,7.7,0,0
2489,Rohan,Sharma,CSE,7.6,7.3,0,1
2490,Samar,Verma,CSE,8.8,8.7,2,1
2491,Priya,Menon,MBA,7.3,7.4,0,0
2492,Diya,Malhotra,BCA,6.9,7.2,1,1
2493,Arjun,Kapoor,CSE,8.4,8.7,0,1
2494,Nidhi,Kapoor,BCA,7.0,7.1,1,1
2495,Arjun,Sinha,CSE,7.7,7.5,1,1
2496,Aditya,Sinha,CSE,7.3,7.3,0,0
2497,Arjun,Khan,MBA,7.5,8.3,1,1
2498,Sneha,Sinha,ME,7.4,7.0,0,0
2499,Ritika,Chopra,CSE,7.8,7.4,0,0
2500,Ritika,Bhat,CSE,7.9,8.0,0,0
2501,Priya,Yadav,MBA,7.9,8.1,0,0
2502,Rahul,Mehta,CSE,8.2,8.5,0,0
2503,Aarav,Chopra,ME,6.8,6.9,0,1
2504,Nidhi,Malhotra,MBA,7.0,6.5,0,0
2505,Ishaan,Nair,CSE,8.4,8.3,0,0
2506,Samar,Rao,BCA,6.9,6.4,0,1
2507,Rohan,Yadav,CSE,8.1,8.2,0,0
2508,Aarav,Desai,ME,7.9,8.0,1,1
2509,Sneha,Iyer,CE,6.4,6.4,1,1
2510,Vihaan,Sinha,BCA,7.2,6.8,0,1
2511,Ananya,Yadav,MBA,7.9,7.7,0,1
2512,Rahul,Sharma,ME,7.3,6.8,0,0
2513,Rohan,Menon,CSE,7.6,7.6,1,1
2514,Sneha,Chopra,ME,7.9,8.9,1,1
2515,Sneha,Chopra,MBA,8.1,8.1,0,0
2516,Vihaan,Chopra,MBA,7.0,6.9,0,0
2517,Krishna,Singh,BCA,8.5,8.6,0,1
2518,Diya,Chopra,CSE,6.7,6.4,0,0
2519,Krishna,Bhat,BCA,6.5,6.2,1,1
2520,Vihaan,Yadav,BCA,7.1,6.9,0,0
2521,Aarav,Verma,MBA,7.2,7.5,1,1
2522,Samar,Nair,MBA,7.2,7.3,0,0
2523,Arjun,Joshi,CSE,7.5,7.5,0,0
2524,Vihaan,Yadav,BCA,7.0,7.2,0,0
2525,Pooja,Kapoor,CSE,7.7,8.2,1,1
2526,Vihaan,Yadav,MBA,7.0,7.2,0,0
2527,Samar,Iyer,ME,7.8,7.5,0,0
2528,Vihaan,Patel,BCA,7.4,6.8,1,1
2529,Pooja,Patel,CE,7.3,6.8,0,0
2530,Pooja,Verma,ME,7.4,7.7,1,1
2531,Ritika,Sharma,CSE,8.5,8.3,0,0
2532,Rohan,Sinha,CSE,7.5,7.7,0,0
2533,Priya,Chopra,CSE,7.0,6.9,0,1
2534,Aisha,Joshi,BCA,6.8,6.9,0,0
2535,Karan,Mehta,CE,7.3,7.5,0,0
2536,Krishna,Kapoor,CE,7.7,7.5,0,0
2537,Samar,Sinha,ME,7.9,8.1,1,1
2538,Aditya,Verma,MBA,8.4,8.2,0,0
2539,Ritika,Rao,CSE,8.2,8.0,0,0
2540,Sneha,Chopra,CSE,7.3,7.5,1,1
2541,Rohan,Bhat,CSE,7.7,7.9,0,0
2542,Manya,Khan,ME,6.1,6.2,0,0
2543,Ishaan,Nair,CSE,7.6,7.3,1,1
2544,Diya,Verma,ME,7.0,6.9,0,1
2545,Manya,Sharma,ME,6.0,6.2,1,1
2546,Aisha,Malhotra,MBA,8.7,9.4,0,0
2547,Karan,Rao,CSE,7.6,8.1,0,1
2548,Aisha,Bhatt,CSE,6.5,6.4,0,1
2549,Manya,Kapoor,CSE,7.6,7.4,0,0
2550,Diya,Joshi,ME,8.4,8.9,0,0
2551,Rahul,Verma,CSE,8.9,9.1,0,0
2552,Karan,Sinha,CE,7.4,7.3,0,0
2553,Sneha,Khan,CE,7.5,7.5,0,0
2554,Vihaan,Iyer,CSE,8.5,8.1,0,0
2555,Aditya,Rao,ME,7.3,7.6,0,0
2556,Karan,Bhat,ME,7.7,8.1,0,0
2557,Priya,Iyer,CE,7.9,8.4,1,1
2558,Aarav,Singh,CSE,7.2,7.5,0,1
2559,Samar,Iyer,CSE,8.7,8.6,0,0
2560,Manya,Singh,CSE,7.3,7.6,0,0
2561,Aditya,Desai,CSE,7.4,7.8,0,1
2562,Krishna,Singh,CE,7.5,7.8,1,1
2563,Rohan,Yadav,ME,8.0,8.3,0,0
2564,Manya,Sinha,BCA,7.8,7.9,1,1
2565,Nidhi,Rao,CSE,7.8,7.5,0,0
2566,Ananya,Joshi,CSE,8.0,8.6,0,0
2567,Ritika,Nair,ME,8.0,8.0,0,0
2568,Arjun,Gupta,CSE,7.8,8.2,1,1
2569,Ritika,Desai,CSE,7.3,8.0,0,0
2570,Ananya,Joshi,MBA,7.0,7.3,0,0
2571,Priya,Yadav,CSE,8.3,8.7,1,1
2572,Samar,Sinha,ME,6.9,6.6,1,1
2573,Karan,Bhat,CSE,6.9,6.7,0,1
2574,Rahul,Yadav,ME,7.2,7.6,0,1
2575,Ishaan,Singh,CE,7.4,7.2,0,0
2576,Arjun,Bhat,CSE,8.3,7.9,1,1
2577,Karan,Rao,BCA,6.5,6.0,1,1
2578,Rahul,Kapoor,MBA,7.6,7.5,0,1
2579,Aisha,Khan,BCA,8.1,8.0,1,1
2580,Aisha,Malhotra,CSE,7.3,7.6,0,0
2581,Pooja,Yadav,ME,7.4,7.1,0,0
2582,Diya,Nair,CSE,6.5,6.9,0,0
2583,Karan,Malhotra,CE,7.9,7.5,0,0
2584,Nidhi,Malhotra,ME,7.9,7.5,1,1
2585,Samar,Patel,MBA,7.4,7.4,0,1
2586,Manya,Chopra,BCA,6.6,6.6,1,1
2587,Krishna,Iyer,CSE,8.2,8.4,0,0
2588,Priya,Patel,CSE,7.7,7.3,0,0
2589,Vihaan,Yadav,ME,5.7,5.8,0,0
2590,Rohan,Rao,ME,7.9,7.4,0,0
2591,Pooja,Bhat,MBA,8.1,7.4,1,1
2592,Aditya,Desai,MBA,8.2,8.7,0,0
2593,Neha,Mehta,BCA,6.6,6.9,0,1
2594,Aditya,Malhotra,ME,6.2,6.2,0,0
2595,Nidhi,Chopra,CSE,7.6,7.0,0,1
2596,Ananya,Yadav,CSE,8.1,8.0,0,0
2597,Karan,Kapoor,BCA,6.8,6.9,0,0
2598,Krishna,Sharma,ME,6.4,6.3,2,1
2599,Aarav,Verma,BCA,7.8,8.3,1,1
2600,Aarav,Nair,CSE,7.6,7.8,0,1
2601,Karan,Verma,CE,7.8,7.5,0,0
2602,Arjun,Mehta,ME,7.4,6.9,0,1
2603,Pooja,Iyer,CSE,7.7,8.0,0,0
2604,Ananya,Iyer,MBA,7.4,7.7,1,1
2605,Arjun,Joshi,ME,7.2,7.4,0,0
2606,Ishaan,Khan,MBA,7.1,7.6,0,1
2607,Krishna,Kapoor,CE,6.7,6.8,0,0
2608,Diya,Mehta,CE,7.7,7.7,1,1
2609,Ritika,Kapoor,BCA,8.1,8.3,0,0
2610,Rahul,Bhat,CE,7.1,7.5,0,0
2611,Priya,Rao,MBA,8.5,8.7,0,0
2612,Ananya,Bhatt,CSE,8.0,8.0,0,0
2613,Diya,Nair,CE,7.6,7.9,0,0
2614,Pooja,Khan,MBA,7.8,7.8,1,1
2615,Aarav,Nair,CSE,8.4,8.3,1,1
2616,Neha,Verma,MBA,7.1,7.1,2,1
2617,Neha,Mehta,CSE,8.1,8.0,0,0
2618,Vihaan,Malhotra,ME,8.0,8.0,0,0
2619,Ishaan,Rao,CSE,7.6,7.3,0,1
2620,Krishna,Menon,CSE,7.8,8.1,0,0
2621,Arjun,Desai,BCA,6.9,7.0,1,1
2622,Aditya,Chopra,CE,7.1,7.3,0,0
2623,Aarav,Rao,CE,7.2,7.3,0,0
2624,Ishaan,Nair,ME,6.9,6.6,0,1
2625,Manya,Rao,CE,7.4,7.8,0,0
2626,Vihaan,Singh,CE,7.6,7.5,0,0
2627,Arjun,Patel,MBA,7.7,7.6,0,0
2628,Aditya,Mehta,BCA,6.9,7.0,0,1
2629,Rahul,Kapoor,CSE,7.4,7.5,0,1
2630,Manya,Singh,BCA,7.9,8.7,0,0
2631,Krishna,Iyer,CSE,7.4,7.6,0,0
2632,Nidhi,Joshi,MBA,7.9,7.8,0,0
2633,Krishna,Bhat,CSE,7.4,8.0,1,1
2634,Ritika,Malhotra,MBA,7.6,7.1,0,0
2635,Priya,Sharma,ME,7.9,7.8,0,0
2636,Ananya,Singh,BCA,5.8,5.6,0,1
2637,Vihaan,Bhat,BCA,7.9,7.9,0,0
2638,Aisha,Nair,BCA,8.2,8.3,0,0
2639,Priya,Yadav,CSE,7.6,7.7,1,1
2640,Priya,Malhotra,BCA,7.6,7.7,0,0
2641,Rahul,Bhatt,MBA,6.9,7.1,0,0
2642,Vihaan,Yadav,BCA,7.6,7.6,0,0
2643,Aditya,Mehta,CSE,9.3,9.7,2,1
2644,Priya,Mehta,MBA,6.1,5.6,0,0
2645,Pooja,Bhat,BCA,7.1,6.3,0,0
2646,Aarav,Mehta,BCA,7.9,8.1,0,0
2647,Aditya,Bhatt,ME,8.2,8.1,0,1
2648,Manya,Patel,CE,6.6,7.1,0,0
2649,Vihaan,Nair,CSE,7.4,7.7,0,1
